Date,price_EUR,ab_test,vehicle_type,registration_year,transmission,power_ps,odometer_km,registration_month
15-04-2016,9990,test,unknown,1937,manuell,1250,66000,9
12-03-2016,54345,control,bus,1990,automatik,735,16000,12
01-03-2016,8060,test,andere,1979,automatik,1383,77000,11
06-04-2016,3430,test,unknown,1956,automatik,766,42000,5
27-04-2016,67430,test,coupe,1978,unknown,1007,144000,8
12-03-2016,28220,control,coupe,1957,unknown,1215,57000,8
06-04-2016,58210,control,suv,1961,unknown,265,31000,12
09-04-2016,75830,test,bus,1951,manuell,1216,133000,6
18-03-2016,30250,test,suv,1980,unknown,571,125000,11
28-03-2016,32375,test,coupe,1963,unknown,1026,83000,5
21-04-2016,75545,control,kombi,1995,unknown,383,32000,9
05-03-2016,5945,control,coupe,1972,automatik,1214,38000,6
09-03-2016,14780,test,bus,2005,automatik,189,147000,3
08-04-2016,22950,test,andere,1942,unknown,1384,142000,8
12-03-2016,18625,control,andere,1939,manuell,1188,9000,1
05-03-2016,81550,test,coupe,1954,manuell,459,125000,9
02-03-2016,81255,control,bus,1982,automatik,302,113000,9
10-04-2016,31510,test,kombi,1934,manuell,652,105000,8
08-03-2016,22710,test,coupe,1979,unknown,1049,147000,11
11-04-2016,77140,control,coupe,1967,unknown,746,126000,10
20-04-2016,45155,test,suv,1989,automatik,1139,113000,3
22-04-2016,33285,control,unknown,1993,unknown,1120,35000,2
22-04-2016,9690,test,coupe,1963,unknown,519,17000,7
19-03-2016,72255,test,andere,1965,unknown,884,130000,1
28-03-2016,72915,control,bus,1982,automatik,17,138000,11
26-03-2016,17555,test,unknown,1955,unknown,1274,20000,8
23-03-2016,55080,control,coupe,1988,automatik,836,146000,1
30-04-2016,29395,control,bus,1946,unknown,752,96000,1
15-03-2016,730,test,andere,1984,automatik,981,29000,11
20-04-2016,14540,control,coupe,1972,automatik,124,92000,1
22-04-2016,2355,test,coupe,1957,automatik,705,74000,9
13-04-2016,63605,control,kombi,1951,manuell,203,136000,8
07-03-2016,31400,control,coupe,1960,automatik,384,85000,10
25-03-2016,14100,test,suv,1929,manuell,852,27000,12
06-04-2016,18385,control,andere,2002,automatik,508,35000,4
22-04-2016,51475,test,coupe,1985,manuell,740,114000,1
29-03-2016,28985,control,andere,1998,automatik,1100,39000,1
30-03-2016,28565,test,andere,1962,automatik,318,62000,11
13-03-2016,67065,test,kombi,1931,automatik,75,78000,9
20-03-2016,35455,test,kombi,1955,unknown,147,87000,1
07-04-2016,46200,test,unknown,1971,manuell,795,80000,11
17-04-2016,31315,control,unknown,1971,manuell,199,59000,5
22-03-2016,38295,control,coupe,1955,unknown,1214,43000,2
11-03-2016,49055,test,kombi,1978,manuell,764,109000,10
20-03-2016,56950,test,suv,1993,automatik,1347,107000,3
02-03-2016,7030,control,coupe,1963,manuell,983,58000,12
20-04-2016,22070,control,kombi,1990,manuell,1285,76000,7
06-03-2016,45685,test,suv,1942,unknown,1058,98000,12
02-03-2016,57725,test,unknown,1966,manuell,268,82000,6
08-04-2016,16190,test,kombi,2004,unknown,1155,124000,4
18-04-2016,22045,test,bus,1972,automatik,1262,91000,7
24-03-2016,31900,control,bus,1951,automatik,1042,14000,11
17-04-2016,40700,test,unknown,2002,unknown,641,58000,3
18-04-2016,38905,test,unknown,1952,automatik,475,34000,9
15-03-2016,1715,test,andere,2000,unknown,938,6000,1
09-04-2016,49125,test,coupe,1961,unknown,245,56000,6
28-03-2016,49110,control,suv,1936,manuell,363,142000,10
09-03-2016,49430,control,suv,1956,unknown,527,56000,9
06-04-2016,2360,control,coupe,1954,unknown,204,131000,1
03-03-2016,48470,test,kombi,2003,unknown,552,104000,5
08-03-2016,50160,control,andere,1981,unknown,345,84000,11
16-04-2016,11640,control,unknown,1945,manuell,796,28000,9
05-03-2016,76720,test,bus,1957,automatik,730,122000,7
20-03-2016,69250,control,bus,1954,automatik,855,28000,6
30-03-2016,10440,control,bus,1981,manuell,845,29000,4
15-04-2016,6955,test,kombi,1983,unknown,719,77000,7
30-03-2016,10710,test,coupe,1948,manuell,866,31000,3
18-03-2016,25320,control,bus,1969,manuell,883,138000,4
15-03-2016,4655,test,coupe,1970,unknown,1026,66000,6
21-03-2016,7570,test,bus,1947,automatik,880,79000,4
25-03-2016,42725,test,kombi,1929,manuell,586,102000,3
20-04-2016,72985,test,unknown,1976,unknown,89,140000,5
08-03-2016,680,test,andere,1946,manuell,1286,123000,7
23-03-2016,72725,control,andere,1942,manuell,1226,99000,1
07-03-2016,8745,test,andere,1982,unknown,490,149000,12
22-03-2016,58140,control,kombi,1998,manuell,165,93000,2
03-03-2016,18855,control,andere,1970,unknown,39,115000,10
07-04-2016,50580,test,suv,1998,automatik,1101,96000,6
02-03-2016,25830,control,coupe,1935,automatik,702,97000,10
19-03-2016,3340,control,andere,1941,automatik,1276,130000,2
14-03-2016,38195,test,andere,1977,automatik,35,11000,5
03-04-2016,16535,test,unknown,1990,unknown,680,86000,1
07-04-2016,65595,control,kombi,1969,manuell,803,77000,6
21-04-2016,43490,test,kombi,1964,automatik,45,40000,9
25-03-2016,11250,control,coupe,1978,unknown,450,80000,8
12-03-2016,36390,test,suv,1935,manuell,1326,119000,4
26-03-2016,61465,test,unknown,1955,automatik,623,100000,5
27-04-2016,69330,test,kombi,1976,unknown,572,71000,8
19-03-2016,2775,test,andere,1953,automatik,1256,94000,10
01-04-2016,4340,control,kombi,1963,automatik,1240,17000,4
28-03-2016,21550,control,unknown,1975,manuell,537,53000,9
15-04-2016,70315,control,andere,1946,unknown,418,36000,2
29-04-2016,79295,test,suv,1947,unknown,99,6000,6
24-03-2016,63430,control,kombi,1981,automatik,157,104000,9
15-03-2016,20425,control,suv,1929,unknown,353,144000,6
20-03-2016,28980,test,coupe,1943,unknown,193,60000,12
03-03-2016,7475,test,unknown,1952,unknown,125,25000,1
11-04-2016,68175,test,bus,1947,manuell,729,110000,12
28-03-2016,36820,control,kombi,1963,automatik,284,143000,6
06-03-2016,58055,test,andere,1984,automatik,183,101000,10
17-03-2016,10555,test,andere,1972,manuell,606,58000,2
22-04-2016,66890,control,andere,2006,unknown,482,85000,5
19-03-2016,27620,control,bus,1933,unknown,1328,71000,2
09-03-2016,34690,test,bus,1970,automatik,553,136000,2
23-04-2016,4985,control,andere,1943,automatik,194,31000,10
19-04-2016,74690,control,bus,1935,manuell,373,10000,9
29-03-2016,54370,test,unknown,1930,manuell,1351,132000,5
02-03-2016,7655,test,suv,1999,automatik,759,38000,6
24-04-2016,60240,test,coupe,1993,automatik,416,32000,9
05-03-2016,9380,control,suv,2006,unknown,351,64000,5
11-03-2016,55425,control,coupe,1994,unknown,609,150000,8
01-03-2016,81000,test,unknown,1973,manuell,1152,74000,7
07-03-2016,24290,control,coupe,1937,automatik,645,35000,10
15-03-2016,71195,control,suv,1951,manuell,1261,99000,11
27-04-2016,41880,control,bus,1930,unknown,482,134000,4
05-03-2016,7970,test,bus,1949,automatik,1375,34000,7
29-03-2016,31190,test,andere,1982,manuell,256,48000,3
03-04-2016,70765,control,kombi,1955,manuell,122,97000,11
08-03-2016,45035,test,andere,1980,unknown,426,147000,3
11-04-2016,59650,control,kombi,1953,automatik,430,82000,5
27-03-2016,7255,test,suv,1935,manuell,281,80000,5
25-03-2016,5145,test,bus,2001,automatik,1231,34000,5
11-03-2016,75955,control,kombi,1944,unknown,688,31000,4
23-04-2016,2645,control,suv,1984,automatik,702,61000,1
22-04-2016,21315,control,andere,2001,unknown,1071,127000,7
24-03-2016,2405,test,unknown,1980,automatik,241,85000,12
13-03-2016,52880,control,unknown,1960,manuell,487,113000,5
15-03-2016,33810,control,suv,1944,unknown,259,8000,6
03-03-2016,64675,test,kombi,1995,automatik,886,130000,10
07-04-2016,59700,control,suv,1963,manuell,303,131000,10
08-04-2016,74240,control,unknown,1989,manuell,111,82000,11
30-04-2016,76080,test,andere,1944,manuell,495,145000,10
25-04-2016,70285,test,andere,1982,manuell,663,68000,5
17-04-2016,51890,control,andere,1976,automatik,1110,71000,2
23-03-2016,18185,test,andere,2000,manuell,1094,29000,7
15-04-2016,8955,test,suv,1996,unknown,925,127000,9
06-03-2016,22940,control,unknown,1933,unknown,567,113000,3
29-04-2016,20655,test,bus,1973,manuell,820,70000,10
04-04-2016,36560,control,kombi,1997,unknown,387,140000,10
17-03-2016,60275,test,bus,1930,manuell,1251,62000,11
11-04-2016,53310,test,andere,1983,automatik,451,46000,7
10-03-2016,12205,control,bus,1979,unknown,1097,109000,12
10-03-2016,2855,control,suv,1987,automatik,934,11000,4
08-04-2016,72685,control,coupe,1941,manuell,1035,84000,5
09-03-2016,55615,test,unknown,1966,manuell,68,15000,1
20-04-2016,77575,test,bus,1963,automatik,974,95000,12
26-04-2016,4100,control,coupe,1946,manuell,1186,111000,6
18-03-2016,61265,control,kombi,1986,manuell,1306,81000,5
06-03-2016,68455,test,bus,1931,unknown,1341,82000,1
20-03-2016,69705,control,coupe,1958,automatik,136,78000,1
11-03-2016,59035,test,kombi,1943,automatik,415,148000,1
08-03-2016,65375,test,suv,1937,manuell,263,52000,7
08-03-2016,58035,control,coupe,1970,automatik,232,49000,2
05-03-2016,52780,test,suv,2000,manuell,1290,102000,11
27-04-2016,22505,control,kombi,1965,manuell,149,31000,6
23-03-2016,70865,test,coupe,1985,automatik,888,57000,3
25-04-2016,45820,control,bus,1983,manuell,198,25000,9
22-03-2016,24765,control,unknown,1947,unknown,843,66000,10
30-03-2016,29200,control,bus,1961,automatik,638,135000,6
04-04-2016,78660,test,kombi,1975,automatik,977,54000,10
01-03-2016,19150,test,andere,1997,manuell,1354,63000,8
29-03-2016,14445,control,andere,1933,automatik,1374,98000,6
12-04-2016,68165,test,coupe,1937,manuell,227,110000,12
15-04-2016,38650,test,andere,1972,automatik,1338,59000,3
27-03-2016,75000,test,suv,1983,manuell,56,98000,7
04-03-2016,37885,test,coupe,1993,automatik,328,17000,11
18-03-2016,58965,control,bus,1949,manuell,581,6000,11
30-03-2016,62045,control,unknown,1937,manuell,1397,27000,12
27-04-2016,73630,test,bus,1938,manuell,1055,145000,7
16-03-2016,3970,control,suv,1952,automatik,1328,84000,5
11-04-2016,13550,test,andere,1962,manuell,283,132000,11
25-04-2016,13910,test,suv,1954,unknown,760,30000,10
26-04-2016,31155,test,bus,1990,automatik,652,138000,3
05-04-2016,79655,test,andere,1963,manuell,394,59000,2
01-04-2016,74655,control,coupe,1950,unknown,680,30000,6
25-04-2016,46525,control,coupe,1943,automatik,626,94000,2
26-03-2016,37160,control,andere,1930,automatik,368,58000,2
06-03-2016,70505,control,andere,2004,unknown,1065,45000,5
17-03-2016,20700,control,bus,1958,manuell,141,103000,1
06-04-2016,63655,test,bus,1978,automatik,587,58000,1
30-03-2016,40760,test,andere,1947,manuell,867,73000,8
28-04-2016,78795,test,unknown,1942,unknown,970,131000,1
27-04-2016,61290,test,unknown,2000,automatik,532,13000,7
19-03-2016,21785,control,unknown,1994,automatik,1165,106000,10
06-03-2016,6200,test,unknown,1993,manuell,24,43000,10
24-03-2016,69710,test,bus,1942,unknown,331,102000,2
15-03-2016,28600,control,bus,1948,manuell,589,29000,6
23-04-2016,14400,test,suv,1949,manuell,608,58000,12
09-04-2016,13405,control,andere,1983,automatik,852,137000,8
08-04-2016,70795,test,kombi,1997,unknown,894,135000,2
23-03-2016,33170,test,coupe,1944,automatik,24,13000,4
18-04-2016,34915,test,suv,1950,automatik,842,6000,6
29-04-2016,42770,test,bus,1952,manuell,676,74000,6
01-04-2016,44060,control,unknown,1952,automatik,330,129000,10
19-03-2016,69165,control,andere,1967,unknown,501,148000,12
03-04-2016,39195,test,bus,2004,manuell,113,19000,9
20-04-2016,42120,test,andere,1997,unknown,661,46000,12
08-04-2016,45880,control,coupe,1952,unknown,1298,33000,4
16-03-2016,18040,test,suv,1953,unknown,1091,70000,5
20-04-2016,1585,test,andere,1931,manuell,1285,15000,2
29-03-2016,47275,control,suv,1999,automatik,828,27000,8
16-04-2016,69280,control,kombi,1931,manuell,230,6000,1
02-04-2016,9495,test,kombi,1940,automatik,1121,31000,6
17-04-2016,48380,control,unknown,1933,automatik,310,47000,7
16-04-2016,22105,test,bus,1936,unknown,318,56000,10
17-04-2016,68275,test,unknown,1966,unknown,731,46000,1
28-03-2016,1015,test,kombi,1981,automatik,1132,52000,12
03-04-2016,41830,control,andere,1993,manuell,1139,100000,2
20-04-2016,34460,test,suv,1934,unknown,51,14000,9
09-04-2016,66115,control,kombi,1938,manuell,1264,105000,8
26-04-2016,78605,control,bus,2003,manuell,626,33000,3
12-04-2016,21800,control,kombi,1942,unknown,465,100000,8
21-04-2016,63180,control,bus,1997,unknown,58,26000,1
04-04-2016,75560,test,unknown,1994,automatik,446,55000,11
04-03-2016,62990,control,coupe,1950,unknown,1326,97000,4
04-03-2016,10200,control,suv,1946,automatik,212,144000,3
07-04-2016,42085,control,andere,1963,unknown,697,129000,12
11-04-2016,63605,control,andere,1954,automatik,1177,19000,9
18-04-2016,22970,control,bus,1967,unknown,874,131000,12
07-03-2016,72925,control,bus,2000,manuell,105,101000,12
27-03-2016,38455,control,andere,1958,unknown,956,22000,1
11-04-2016,37745,test,bus,2004,automatik,1288,126000,5
27-03-2016,78275,control,unknown,1957,unknown,1350,10000,6
04-03-2016,21495,control,kombi,2003,unknown,992,26000,5
06-04-2016,21325,test,andere,1930,unknown,816,12000,5
28-04-2016,25880,control,coupe,1982,manuell,1147,89000,10
21-04-2016,4990,control,unknown,1973,automatik,97,108000,4
05-03-2016,34785,test,bus,1999,manuell,1377,78000,8
11-04-2016,80835,test,suv,1937,automatik,731,9000,4
01-03-2016,30630,control,andere,1999,automatik,1377,117000,9
18-04-2016,77430,test,bus,1963,unknown,50,144000,5
14-03-2016,71880,test,kombi,1957,manuell,196,72000,2
10-04-2016,43660,test,kombi,1945,unknown,1292,132000,4
19-04-2016,30505,control,andere,1936,automatik,347,26000,4
13-03-2016,77465,test,suv,1952,manuell,326,26000,3
05-03-2016,31380,test,bus,2005,unknown,1167,109000,9
16-04-2016,3320,control,coupe,1993,automatik,36,37000,7
15-04-2016,13840,test,bus,1970,unknown,1007,120000,5
26-03-2016,42555,control,bus,1963,automatik,1175,144000,4
11-04-2016,36165,control,kombi,1959,manuell,386,117000,1
13-04-2016,2680,test,bus,1969,unknown,149,52000,5
05-03-2016,55715,control,bus,1965,manuell,1282,79000,4
17-03-2016,60665,control,unknown,2000,manuell,472,50000,10
03-04-2016,49875,control,unknown,1987,automatik,778,148000,11
28-03-2016,60365,control,suv,1943,unknown,1087,50000,1
27-03-2016,16010,control,bus,1984,manuell,893,37000,4
28-04-2016,70455,test,kombi,1980,unknown,100,76000,9
29-03-2016,76045,test,bus,1975,manuell,281,20000,5
03-03-2016,30065,control,suv,1977,unknown,1247,34000,2
03-04-2016,54605,test,coupe,1944,manuell,541,116000,8
30-03-2016,42335,test,bus,1958,automatik,1305,80000,5
05-03-2016,18270,control,suv,1973,manuell,547,118000,12
05-04-2016,3455,test,andere,1985,unknown,763,26000,1
10-04-2016,21825,control,suv,1965,manuell,850,110000,8
25-04-2016,33735,test,bus,1950,manuell,977,122000,11
24-04-2016,42500,control,andere,1930,automatik,630,109000,7
14-04-2016,66135,control,unknown,1938,manuell,957,137000,8
24-03-2016,69555,test,andere,1995,unknown,1357,130000,6
04-03-2016,7275,control,unknown,1991,manuell,1269,101000,1
27-03-2016,41300,control,unknown,1953,automatik,192,126000,1
03-03-2016,49740,control,kombi,1975,automatik,1049,98000,1
03-04-2016,64640,test,bus,2006,manuell,6,65000,5
23-03-2016,71770,test,andere,1967,manuell,1105,106000,1
05-03-2016,65750,control,kombi,1983,manuell,1330,123000,4
23-04-2016,49885,test,unknown,1959,manuell,1167,150000,5
16-03-2016,15760,test,suv,1940,manuell,1373,144000,8
30-03-2016,30155,control,coupe,1942,automatik,1382,106000,1
03-03-2016,29020,test,bus,1950,automatik,641,35000,3
20-03-2016,73935,test,unknown,1937,manuell,745,59000,6
05-03-2016,52255,test,coupe,1949,unknown,1012,75000,5
18-03-2016,61790,control,andere,1962,unknown,282,89000,9
19-03-2016,27395,control,kombi,2000,manuell,1013,22000,3
18-04-2016,10560,control,bus,1954,unknown,844,132000,11
15-03-2016,12580,control,suv,1985,unknown,974,83000,2
10-03-2016,55710,test,unknown,1984,manuell,1032,102000,8
01-04-2016,53885,control,coupe,1940,automatik,1156,93000,4
06-04-2016,21885,control,unknown,1976,automatik,568,118000,9
11-04-2016,52535,test,bus,1954,automatik,694,77000,4
20-03-2016,61145,test,kombi,1989,automatik,272,79000,8
26-03-2016,16685,control,coupe,1965,manuell,1369,140000,2
14-03-2016,36845,control,andere,1934,automatik,1398,66000,9
28-04-2016,14105,test,coupe,1994,manuell,415,65000,2
05-03-2016,14480,test,unknown,1960,manuell,1341,14000,9
25-03-2016,81200,control,bus,1931,automatik,953,140000,4
11-03-2016,33055,control,suv,1994,unknown,546,111000,1
01-03-2016,9730,test,andere,2001,automatik,1313,120000,12
02-04-2016,33980,control,bus,1970,manuell,588,115000,7
03-04-2016,7520,control,bus,1958,manuell,1044,129000,10
10-04-2016,44035,test,kombi,1993,manuell,196,67000,8
04-03-2016,71515,test,andere,1955,unknown,337,114000,2
12-04-2016,44570,control,unknown,1953,unknown,165,79000,4
02-04-2016,7870,control,unknown,1991,automatik,583,10000,4
05-03-2016,53985,test,unknown,1996,unknown,1203,103000,2
22-03-2016,24605,test,bus,1972,unknown,584,17000,9
03-03-2016,39840,test,bus,1931,manuell,1367,58000,4
13-04-2016,28355,control,bus,1929,unknown,1182,97000,12
19-03-2016,70790,test,andere,1978,automatik,716,14000,6
09-04-2016,2660,control,bus,1970,automatik,927,66000,3
19-04-2016,30310,control,unknown,1957,unknown,417,44000,12
13-04-2016,62740,test,unknown,1977,unknown,822,98000,2
13-04-2016,8775,control,suv,1982,unknown,761,16000,8
04-04-2016,80115,test,coupe,1988,automatik,1245,31000,2
11-04-2016,8965,control,kombi,1998,unknown,695,103000,7
26-04-2016,81625,control,suv,1979,automatik,180,48000,9
03-04-2016,76425,control,andere,1986,unknown,1219,76000,1
19-04-2016,39875,control,bus,1961,automatik,957,97000,5
07-04-2016,43625,test,kombi,1930,unknown,979,129000,9
21-03-2016,10645,test,coupe,1981,manuell,1024,95000,7
24-03-2016,28985,test,coupe,1998,manuell,184,131000,4
07-04-2016,70600,test,kombi,1939,unknown,400,71000,10
04-04-2016,69410,control,coupe,1987,automatik,890,57000,1
17-03-2016,7325,control,suv,1965,unknown,381,87000,4
27-03-2016,73230,test,coupe,1968,manuell,851,48000,6
24-03-2016,29350,control,kombi,1941,automatik,1164,24000,5
13-04-2016,9735,test,andere,1937,unknown,289,108000,4
23-03-2016,14390,test,unknown,1971,manuell,1388,27000,2
05-03-2016,25340,test,unknown,1978,manuell,171,43000,7
12-04-2016,43465,test,coupe,1956,unknown,1375,96000,11
25-03-2016,31135,control,unknown,1972,manuell,736,144000,8
05-03-2016,11505,control,coupe,1936,manuell,265,60000,2
05-03-2016,60900,control,suv,1984,manuell,383,60000,5
17-03-2016,25170,test,unknown,1985,automatik,678,23000,4
16-04-2016,26425,control,andere,1984,manuell,923,90000,8
14-04-2016,51650,test,bus,1997,manuell,1097,39000,12
25-03-2016,12430,test,kombi,2004,automatik,805,101000,2
01-04-2016,24650,test,bus,1941,manuell,1295,34000,1
13-03-2016,63120,test,bus,1951,automatik,623,122000,12
22-04-2016,2350,test,coupe,1947,automatik,985,131000,9
